DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2/11/2021 00:00:00,1.2,8765.0,99,13.8,93,899,5.5,14247.0,13913.0
2/11/2021 01:00:00,1.3,6969.0,86,14.5,90,899,2.6,406.0,283.0
2/11/2021 02:00:00,1.5,7529.0,101,14.6,90,898,2.0,0.0,-103.0
2/11/2021 03:00:00,1.9,6595.0,106,14.4,91,898,2.0,-46.0,-227.0
2/11/2021 04:00:00,1.5,7904.0,101,14.2,94,898,3.0,1881.0,1793.0
2/11/2021 05:00:00,0.8,6214.0,76,14.2,95,898,2.6,76.0,-90.0
2/11/2021 06:00:00,1.0,6241.0,90,14.0,98,898,3.3,2482.0,2203.0
2/11/2021 07:00:00,1.3,6493.0,108,14.1,98,899,3.6,3426.0,3188.0
2/11/2021 08:00:00,1.4,5699.0,115,14.5,99,899,2.1,254.0,145.0
2/11/2021 09:00:00,1.6,5392.0,128,15.5,96,899,2.7,1112.0,942.0
2/11/2021 10:00:00,0.9,4020.0,111,15.9,96,899,1.2,-28.0,-181.0
2/11/2021 11:00:00,1.2,4212.0,125,16.9,92,899,1.1,-8.0,-173.0
2/11/2021 12:00:00,1.1,3326.0,142,18.2,84,899,2.1,-13.0,-199.0
2/11/2021 13:00:00,0.9,2825.0,126,19.2,80,898,2.7,180.0,-10.0
2/11/2021 14:00:00,0.5,2640.0,101,19.0,80,897,2.6,223.0,52.0
2/11/2021 15:00:00,0.2,2506.0,90,17.9,87,897,1.7,-19.0,-194.0
2/11/2021 16:00:00,0.5,2275.0,0,17.5,91,897,1.9,-15.0,-182.0
2/11/2021 17:00:00,0.8,3080.0,23,17.0,95,897,1.8,-12.0,-183.0
2/11/2021 18:00:00,1.6,3906.0,50,16.6,99,897,2.2,335.0,198.0
2/11/2021 19:00:00,2.0,5893.0,70,16.3,98,897,3.0,741.0,574.0
2/11/2021 20:00:00,1.8,7126.0,90,16.0,99,898,1.7,-32.0,-213.0
2/11/2021 21:00:00,1.5,8526.0,94,15.6,99,898,2.2,-93.0,-251.0
2/11/2021 22:00:00,1.4,9453.0,120,15.4,99,898,1.7,-10.0,-178.0
2/11/2021 23:00:00,1.4,10332.0,120,15.3,99,898,1.3,-13.0,-193.0
3/11/2021 00:00:00,1.2,7720.0,125,13.5,99,898,1.2,-14.0,-179.0
3/11/2021 01:00:00,1.3,7325.0,119,13.4,100,897,1.4,-26.0,-185.0
3/11/2021 02:00:00,1.0,6615.0,127,13.7,100,897,2.4,-26.0,-193.0
3/11/2021 03:00:00,0.7,7504.0,153,13.7,100,897,2.1,-34.0,-205.0
3/11/2021 04:00:00,0.9,7459.0,139,13.7,99,896,1.6,-42.0,35.0
3/11/2021 05:00:00,0.6,7757.0,39,13.7,100,896,2.2,-26.0,-207.0
3/11/2021 06:00:00,1.3,11196.0,51,13.8,100,897,3.1,1237.0,982.0
3/11/2021 07:00:00,1.0,8354.0,90,14.0,100,897,3.6,2592.0,2364.0
3/11/2021 08:00:00,1.6,7836.0,125,14.4,99,898,2.0,-35.0,-196.0
3/11/2021 09:00:00,1.3,7105.0,129,15.6,95,898,2.5,77.0,-82.0
3/11/2021 10:00:00,1.8,4774.0,146,15.9,97,898,1.7,-65.0,-240.0
3/11/2021 11:00:00,2.0,3400.0,160,16.8,92,897,2.8,312.0,75.0
3/11/2021 12:00:00,1.2,3196.0,166,18.2,84,897,1.9,-108.0,-282.0
3/11/2021 13:00:00,0.6,3917.0,189,19.1,80,896,1.9,-29.0,-198.0
3/11/2021 14:00:00,0.4,3126.0,270,19.0,81,895,1.7,-19.0,-189.0
3/11/2021 15:00:00,1.1,3654.0,315,18.2,86,895,1.5,-18.0,-185.0
3/11/2021 16:00:00,1.9,2893.0,332,17.6,91,894,2.0,-15.0,-182.0
3/11/2021 17:00:00,2.1,2864.0,3,17.1,94,895,2.2,-20.0,-203.0
3/11/2021 18:00:00,2.2,3824.0,34,16.7,97,895,2.7,774.0,546.0
3/11/2021 19:00:00,2.0,5412.0,45,16.3,98,895,2.6,274.0,57.0
3/11/2021 20:00:00,1.7,7048.0,59,15.9,99,895,2.6,588.0,348.0
3/11/2021 21:00:00,1.5,9721.0,94,15.7,99,896,2.6,-12.0,-182.0
3/11/2021 22:00:00,1.6,11073.0,112,15.5,100,896,3.6,2255.0,2136.0
3/11/2021 23:00:00,1.6,13694.0,128,15.5,99,896,3.1,984.0,829.0
4/11/2021 00:00:00,1.7,11973.0,123,14.1,98,896,3.1,1508.0,1290.0
4/11/2021 01:00:00,1.6,11970.0,128,14.1,98,895,4.5,6050.0,5814.0
4/11/2021 02:00:00,1.4,12590.0,146,13.9,99,895,5.0,8205.0,8274.0
4/11/2021 03:00:00,1.6,11965.0,145,14.4,99,895,5.5,10718.0,10133.0
4/11/2021 04:00:00,1.6,10085.0,150,14.5,100,894,5.1,9826.0,9425.0
4/11/2021 05:00:00,1.6,12478.0,153,14.5,100,894,4.6,5930.0,5657.0
4/11/2021 06:00:00,0.9,12309.0,167,14.6,99,894,2.1,-73.0,-245.0
4/11/2021 07:00:00,1.8,17018.0,161,14.8,99,895,2.1,-128.0,-326.0
4/11/2021 08:00:00,1.8,16223.0,167,15.6,99,896,4.6,6950.0,6259.0
4/11/2021 09:00:00,2.4,11653.0,156,17.0,96,896,3.2,506.0,320.0
4/11/2021 10:00:00,2.9,9814.0,155,17.5,96,896,3.8,3509.0,3284.0
4/11/2021 11:00:00,3.0,10838.0,152,17.5,97,895,6.0,16966.0,16976.0
4/11/2021 12:00:00,2.8,11146.0,170,19.0,88,894,6.2,18593.0,17639.0
4/11/2021 13:00:00,2.7,13725.0,188,20.3,81,893,5.2,10876.0,10578.0
4/11/2021 14:00:00,1.9,10619.0,174,19.9,84,893,4.3,4856.0,5023.0
4/11/2021 15:00:00,0.7,8998.0,164,19.5,91,893,5.3,9500.0,9112.0
4/11/2021 16:00:00,1.4,7741.0,144,18.6,98,893,5.0,8768.0,8225.0
4/11/2021 17:00:00,1.5,10194.0,143,18.3,99,893,5.0,8323.0,8079.0
4/11/2021 18:00:00,4.0,18928.0,155,17.9,99,893,4.5,4758.0,4737.0
4/11/2021 19:00:00,4.6,25035.0,148,17.5,99,893,5.0,7475.0,7218.0
4/11/2021 20:00:00,5.2,30255.0,149,17.7,98,893,6.9,22647.0,20950.0
4/11/2021 21:00:00,5.5,30940.0,154,17.7,99,894,7.6,30867.0,29700.0
4/11/2021 22:00:00,5.9,35026.0,157,17.6,99,893,7.6,29927.0,29609.0
4/11/2021 23:00:00,5.9,38082.0,160,17.8,98,893,9.4,43661.0,42470.0
5/11/2021 00:00:00,6.3,37210.0,159,17.5,98,893,9.4,46141.0,42918.0
5/11/2021 01:00:00,5.9,38608.0,162,17.4,99,893,9.5,45547.0,43383.0
5/11/2021 02:00:00,6.2,40667.0,165,17.7,99,892,9.2,44831.0,45087.0
5/11/2021 03:00:00,6.3,44650.0,168,17.8,98,892,11.4,54393.0,52313.0
5/11/2021 04:00:00,6.2,44676.0,174,17.8,98,891,10.7,51686.0,50436.0
5/11/2021 05:00:00,6.8,43766.0,172,17.8,97,891,11.4,55711.0,54086.0
5/11/2021 06:00:00,6.7,45437.0,171,17.6,98,891,11.7,55638.0,52712.0
5/11/2021 07:00:00,6.8,48611.0,172,17.8,97,892,11.2,52985.0,49450.0
5/11/2021 08:00:00,6.7,47620.0,173,18.2,96,892,11.0,54494.0,52532.0
5/11/2021 09:00:00,6.5,43710.0,177,18.8,95,892,12.5,57504.0,55477.0
5/11/2021 10:00:00,5.0,39634.0,181,20.6,90,892,12.6,56632.0,54210.0
5/11/2021 11:00:00,6.1,39212.0,195,22.9,79,892,12.2,56272.0,50670.0
5/11/2021 12:00:00,6.3,39477.0,205,24.3,72,891,11.8,56758.0,53598.0
5/11/2021 13:00:00,5.9,38386.0,216,25.4,67,890,10.3,48334.0,47810.0
5/11/2021 14:00:00,6.0,38040.0,221,25.1,65,889,11.2,55288.0,52715.0
5/11/2021 15:00:00,4.8,35229.0,227,23.9,74,889,10.8,53293.0,49284.0
5/11/2021 16:00:00,4.0,30890.0,214,23.4,78,889,10.7,53934.0,51302.0
5/11/2021 17:00:00,3.5,28948.0,200,22.4,83,889,11.0,53819.0,51802.0
5/11/2021 18:00:00,3.8,30141.0,215,20.8,91,889,10.7,51328.0,50936.0
5/11/2021 19:00:00,3.8,34593.0,203,19.7,98,890,9.3,46295.0,45331.0
5/11/2021 20:00:00,3.0,32521.0,182,19.4,99,890,9.3,45026.0,42620.0
5/11/2021 21:00:00,0.8,29885.0,230,19.1,99,890,10.0,49170.0,46233.0
5/11/2021 22:00:00,0.8,29247.0,203,19.0,100,890,9.2,43522.0,43627.0
5/11/2021 23:00:00,1.0,27639.0,241,18.6,100,890,9.2,43941.0,41820.0
6/11/2021 00:00:00,2.8,18532.0,243,18.3,98,890,8.9,40886.0,40191.0
6/11/2021 01:00:00,1.5,16184.0,266,18.6,98,889,7.3,28166.0,26210.0
6/11/2021 02:00:00,0.4,15422.0,326,18.3,99,889,6.6,20917.0,18998.0
6/11/2021 03:00:00,0.7,14952.0,196,18.0,100,889,3.6,3018.0,2501.0
6/11/2021 04:00:00,1.9,12294.0,227,17.9,99,889,3.7,2525.0,2615.0
6/11/2021 05:00:00,3.7,14071.0,200,18.2,99,889,2.7,750.0,378.0
6/11/2021 06:00:00,2.9,12454.0,198,17.8,99,889,4.0,3759.0,3533.0
6/11/2021 07:00:00,1.1,9264.0,195,18.0,99,890,5.0,8631.0,8940.0
6/11/2021 08:00:00,0.9,7615.0,288,18.5,98,890,3.4,1516.0,1338.0
6/11/2021 09:00:00,1.0,6358.0,0,18.9,98,891,4.6,6851.0,6667.0
